source_figure,figure_name,experiment_type,data_section,model,judge,probe_layer,task,object,prompt_id,target_creativity_score,lambda_calibrated,agent_id,creativity_score,response,prompt,scores_fluency,scores_flexibility,scores_originality,scores_elaboration,construct,train_object,test_object,split_type,metric,mean_score,std_score,n_runs
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_015,4.75,"**1.** Try bricks under seedling trays in a cold frame to extend the growing season. In addition, the mass keeps the interior temperature from spiking in afternoon sun, too.

**2.** Stand on a brick as an improvised step stool to reach a high shelf. On top of that, always set the brick on a level floor; carpet or rugs is unstable. On its wide face the brick adds about three inches of safe step height.

**3.** Press chicken or steak under a brick for an evenly cooked, restaurant-style result. On top of that, bring the brick to room temperature first; a fridge-cold brick chills the meat unevenly. Beyond that, parchment and plastic wrap between brick and meat keep the brick clean for next time (in most cases).

**4.** Try a pair of bricks as the top weight in a homemade flower press. Also, blotting paper between brick and flower wicks away moisture during the press. Of course, bricks are easier to source than the wood and bolts of a purpose-built press, though I'd test with a small load first.

**5.** One more idea: bricks set flush with the lawn form a simple, mowable garden path. It also helps that bedding the bricks in a layer of compacted sand creates a stable, low-maintenance walkway. The path drains naturally between bricks and doesn't ice up in winter (in most cases).

**6.** Try a brick as a hidden, no-rot anchor for tree-staking guy lines. In addition, the brick's weight resists pullout in windy conditions during the first growing season, at least in my experience. On top of that, tying the stake to a buried brick gives a hidden, low-profile anchor that does not rot.

These cover a range of practical and creative uses; some are everyday, others a little more unusual.",List very detailed ways you can use a brick. Each answer should be a paragraph.,6.0,5.0,3.0,5.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_016,5.75,"Below are detailed ways you can use a brick.

**1.** Set bricks on sand to make a low-cost pathway across a soft lawn. Related: bedding the bricks in a layer of compacted sand creates a stable, low-maintenance walkway. And the path drains naturally between bricks and doesn't ice up in winter.

**2.** Try a brick as a hidden, no-rot anchor for tree-staking guy lines. Also, the brick's weight resists pullout in windy conditions during the first growing season.

**3.** Another use: try a brick as a makeshift hammer for tent stakes on a camping trip. Of course, a square blow on the wide face drives a tent stake cleanly into soft ground. On a related note, holding the brick by its long axis gives a controlled, low-velocity strike that won't split the stake.

**4.** Stack bricks behind a thin shared wall to attenuate neighbor-side noise. On top of that, it's a budget method; real acoustic insulation outperforms it but costs much more. On a related note, a felt or carpet wrap stops the brick from rattling against the drywall.

**5.** Try a brick to gain a few extra inches when changing a ceiling light bulb. In addition, two stacked bricks give roughly six inches and are still secure for a short reach.",List very detailed ways you can use a brick. Each answer should be a paragraph.,5.0,5.0,7.0,6.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_017,5.25,"- Set a washing machine on four bricks to keep its motor above any standing water. On top of that, run a strap around the appliance and the bricks for earthquake-zone added stability, or close to it.

- In an emergency, a brick swung at the corner of a side window will defeat tempered glass.

- Anchor a sapling's guy line to a buried brick rather than a surface stake. On a related note, tying the stake to a buried brick gives a hidden, low-profile anchor that does not rot, at least in my experience. Also, the brick's weight resists pullout in windy conditions during the first growing season.

- Try bricks as stepping stones through a wet section of yard. Related: curving the path slightly looks more inviting than a straight line.

- Try a brick as a grip-strength training tool for climbing forearms.

- Edge a vegetable plot with bricks laid in a shallow trench. Also, a second staggered course gives the edge enough height to act as a small retaining wall.",List very detailed ways you can use a brick. Each answer should be a paragraph.,6.0,4.0,7.0,4.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_018,6.25,"1) Hold a brick out out at arm's length as a no-cost forearm endurance exercise. And working from a single brick to two stacked bricks scales the load gradually.

2) Try a brick in static overhead holds to develop shoulder stability. Also, pressing the brick overhead trains static shoulder and core stability simultaneously. That said, holding for thirty seconds is more than enough for most lifters; one minute is advanced. On top of that, alternating one-handed and two-handed holds varies the joint angle and recruitment.

3) Here's one: try a brick laid flat outside the door to clean caked mud off soles. On that note, rinsing the brick with a garden hose returns it to a like-new state in seconds. Also, setting the brick into a small recess of gravel mostly keeps it from sliding underfoot.

4) Press sauerkraut beneath the brine line with a wrapped brick. A second brick on top accelerates pressing during the first day of fermentation, at least in my experience. On top of that, after ferment, the brick washes down quickly and stores cleanly under the sink. In addition, sealing the brick in a food-safe bag prevents any contact between clay and food, at least in my experience.

5) Here's one: try a brick as a makeshift hammer for tent stakes on a camping trip. That said, wrap the brick in duct tape to keep chips from breaking off on impact.

6) Try a pair of bricks as bookends on a shelf full of hardcovers. Related: add felt pads to the underside to spare the shelf from scuffing. On that note, the narrow vertical profile takes up less shelf depth than most decorative bookends.",List very detailed ways you can use a brick. Each answer should be a paragraph.,6.0,6.0,6.0,7.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_019,6.0,"Below are detailed ways you can use a brick.

1) Hone a kitchen knife on the face of a wet brick when no whetstone is around. In addition — honestly —, fired clay has enough abrasive grit to draw a workable edge on most kitchen steels, at least in my experience. It also helps that long, even strokes across the wide face maintain a consistent bevel angle. Beyond that, soaking the brick cushions the stone-on-steel contact and helps the edge form cleanly.

2) Press chicken or steak under a brick for an evenly cooked, restaurant-style result. On top of that, bring the brick to room temperature first; a fridge-cold brick chills the meat unevenly. The flat wide side spreads weight evenly so muscle fibers loosen without tearing. Also, resting the brick on top during a slow braise mimics the classic chicken-under-a-brick technique. That said, parchment and plastic wrap between brick and meat keep the brick clean for next time.

3) Stencil house numbers onto a brick to make a hand-made address sign. It also helps that setting the painted brick on a small bed of crushed gravel keeps weeds from creeping over it. Also, a clear matte topcoat protects the painted face from rain and UV.

4) If you have one handy, hold a brick out at arm's length as a no-cost forearm endurance exercise. In addition, pinching the brick by the wide face trains the same finger flexors used for climbing grips. Starting from a single brick to two stacked bricks scales the load progressively, which is a small but real win. Also, it's also a useful training aid for guitarists building left-hand endurance. In addition, holding the brick at arm's length for set intervals quickly tires forearm grip.

These ideas cover a few categories: practical, decorative, and emergency uses.",List very detailed ways you can use a brick. Each answer should be a paragraph.,4.0,7.0,4.0,9.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_020,5.0,"Here are detailed ways you could use a brick, each in its own paragraph:

- Stabilize a rocking patio table by slipping a brick beneath the high spot. And cloth or rubber between the brick and floor usually prevents the surface from getting scratched. And it's a fast outdoor fix for picnic tables that always end up on uneven ground. On top of that, a thin shim on top of the brick allows you to fine-tune the height to a perfect level.

- A brick gives you the same boost as a thin step when you don't have one handy. Always set the brick on a level floor; carpet or rugs is unstable.

- Stand a few bricks up around a smoldering campfire as a windbreak. The brick mass stores heat and radiates it back into the base of the fire, in practice.

- Use a brick as a shelter for plecos and cichlids in a planted aquarium. The drilled holes give multiple entry and exit routes that reduce inter-fish bullying, in practice.

- Try a brick as the substrate for a mason-bee nesting block under an eave.",List very detailed ways you can use a brick. Each answer should be a paragraph.,5.0,4.0,5.0,6.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_021,5.0,"Here are several detailed ways to use a brick:

1. Pinch the wide face of a brick to train the same grip muscles as climbing holds. Of course, it's also a useful training tool for guitarists training fretting-hand endurance, or close to it.

2. Press a brick to a locked-out overhead position for shoulder endurance training. Beyond that, holding for thirty seconds is more than enough for most lifters; one minute is advanced. On top of that, it's not a substitute for proper kettlebells but is a serviceable portable stand-in.

Each of these uses leverages a different aspect of the brick, from its shape to its mass.",List very detailed ways you can use a brick. Each answer should be a paragraph.,2.0,5.0,7.0,6.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_022,5.75,"**1.** Surround the base of an outdoor fire ring with bricks to keep wind off the embers. Two upright bricks block crosswinds while still letting smoke vent upward, honestly. That said, once the fire is out, the bricks cool quickly compared to metal fire rings. Also, the brick mass stores heat and radiates it back into the base of the fire. On top of that, keep the brick at least a hand's width from the active flame to avoid thermal shock.

**2.** Edge a vegetable plot with bricks laid in a shallow trench. Bricks is lifted, reset, and reused indefinitely without rotting like wood edging.

**3.** Elevate a flooded appliance off a wet basement floor with bricks under the corners. And run a strap around the appliance and the bricks for earthquake-zone added stability. Of course, four bricks beneath the corners of a washer keep the motor above shallow standing water. In addition, stacked pairs raise the appliance high enough to clear most basement back-up events.

**4.** Drive tent stakes with a brick when you don't have a mallet. Also, it's a good emergency substitute, though a real mallet remains safer for repeated strikes. Also, holding the brick by its long axis gives a controlled, low-velocity strike that won't split the stake.

Each of these uses leverages a different aspect of the brick, from its shape to its mass.",List very detailed ways you can use a brick. Each answer should be a paragraph.,4.0,7.0,5.0,7.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_023,5.75,"Here are several detailed ways to use a brick:

1. Bury a brick in the planting hole and tie a young tree stake to it. Once the tree establishes, the brick is left in the soil or pulled during a transplant. The brick's weight resists pullout in windy conditions during the first growing season, in practice.

2. One more idea: try bricks as stepping stones through a wet section of yard. On that note, curving the path slightly looks more inviting than a straight line. On top of that, joints filled with fine sand stay tight even after several rain cycles. On a related note, bedding the bricks in a layer of compacted sand creates a stable, low-maintenance walkway.

3. A brick with drilled holes gives shy fish a hiding spot in a community tank. Fired clay is inert and gives solid hiding spots for cave-loving fish.

4. Here's one: drill nesting tunnels into a brick to make a mason-bee block for the garden. It also helps that mounting the brick under a roof eave gives bees a stable, dry method for spring nesting. Also, drilling 5/16-inch holes 4-6 inches deep into the wide face creates great mason-bee tunnels.

5. Try bricks to shelter a flame from gusts during a backyard fire. Beyond that, two upright bricks block crosswinds while still letting smoke vent upward.

6. Try bricks under a router as a heat-tolerant, no-cost equipment stand. And cutting cable channels into the wooden top allows you to route ethernet cleanly out the back.

7. Here's one: hone a kitchen knife on the face of a wet brick when no whetstone is around. Along the same lines, this is a get-by solution; once at home, a proper whetstone is still the better tool. Beyond that, long, even strokes across the broad face maintain a consistent bevel angle.",List very detailed ways you can use a brick. Each answer should be a paragraph.,7.0,6.0,7.0,3.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_024,5.75,"**1.** Hold a brick out out at arm's length as a no-cost forearm endurance exercise. And pinching the brick by the broad face trains the same finger flexors used for climbing holds. It also helps that working from a single brick to two stacked bricks scales the load gradually.

**2.** Press a brick to a locked-out overhead position for shoulder endurance training. And alternating one-handed and two-handed holds varies the joint angle and recruitment. Along the same lines, holding for thirty seconds is more than enough for most lifters; one minute is advanced, in practice.

**3.** Anchor a sapling's guy line to a buried brick rather than a surface stake. On top of that, tying the stake to a buried brick gives a hidden, low-profile anchor that doesn't rot, honestly. The brick's weight resists pullout in windy conditions during the first growing season, in practice. Once the tree establishes, the brick is left in the soil or pulled during a transplant (in most cases).

**4.** Lay a single-brick-wide path from the back door to the garden. On top of that, curving the path slightly looks more inviting than a straight line. Beyond that, joints filled with fine sand stay tight even after several rain cycles, honestly. On that note, bedding the bricks in a layer of compacted sand creates a stable, low-maintenance walkway, at least in my experience. That said, the path drains naturally between bricks and doesn't ice up in winter.

**5.** Lay a brick across a pile of documents to anchor them under a ceiling fan. On a related note, compared to conventional paperweights, the rough texture grips top sheets and stops them curling. Beyond that, wrapping the brick in linen or leather turns it into a presentable office accessory.",List very detailed ways you can use a brick. Each answer should be a paragraph.,5.0,5.0,6.0,7.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_025,3.75,"1. Slide a brick under one leg of a wobbling workbench until it sits level. On top of that, cloth or rubber between the brick and floor prevents the surface from getting scratched. Of course, it's a fast outdoor fix for picnic tables that usually end up on uneven ground.

2. Try a brick to gain a few extra inches when changing a ceiling light bulb. On top of that — honestly —, always set the brick on a level floor; carpet or rugs can be unstable. Also, two stacked bricks give roughly six inches and are still secure for a short reach — at least most of the time. It also helps that turned on its long edge it adds closer to four inches but is less stable.",List very detailed ways you can use a brick. Each answer should be a paragraph.,2.0,4.0,4.0,5.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_026,5.75,"Here are detailed ways you could use a brick, each in its own paragraph:

- Anchor a sapling's guy line to a buried brick instead of a surface stake. And the brick's weight resists pullout in windy conditions during the first growing season. Of course, once the tree establishes, the brick is left in the soil or pulled during a transplant. Tying the stake to a buried brick gives a hidden, low-profile anchor that does not rot.

- Set bricks on sand to make a low-cost pathway across a soft lawn. Of course, curving the path slightly looks more inviting than a straight line, at least in my experience. Related: bedding the bricks in a layer of compacted sand creates a stable, low-maintenance walkway, honestly. In addition, joints filled with fine sand stay tight even after several rain cycles (in most cases).

- A brick weighs down stacks of paper far better than the usual desk paperweight. On a related note, it's especially useful for outdoor desks where weather and wind are a constant problem. Of course, wrapping the brick in linen or leather turns it into a presentable office accessory.

- Bookends made from bricks can support a heavier row of books than store-bought ones. On top of that, two bricks at the ends of a five-foot row of textbooks won't budge under their weight. Related: add felt pads to the underside to spare the shelf from scuffing. Beyond that, pairs of contrasting-color painted bricks look surprisingly intentional on open shelving.

- Elevate a flooded appliance off a wet basement floor with bricks beneath the corners. Also, clay does not wick water or corrode the way wood blocks would over time.

- One more idea: keep a canvas-wrapped brick in the trunk as part of an emergency kit. In addition, the dense corner concentrates impact force in a small area, defeating tempered glass. It also helps that a canvas wrap keeps the brick safe to handle and stops it from sliding around. Related: stored beside a seatbelt cutter it forms a basic vehicle-escape kit. In addition, it's a fallback to a real automotive escape tool, not a primary safety device.

- Set a brick at the back of the toilet tank as a low-tech water saver. Bag the brick in plastic so loose grit can never reach the flapper or fill valve, honestly. And make sure the float and flush mechanism still seat properly with the brick in place. Also, a modern dual-flush toilet may not need this; older 3.5 gpf tanks gain the most. Beyond that, the brick displaces roughly its own volume of water, saving about a liter on every flush.",List very detailed ways you can use a brick. Each answer should be a paragraph.,7.0,4.0,5.0,7.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_027,4.75,"Below are several detailed ways to use a brick.

1) Lay a single-brick-wide path from the back door to the garden. The path drains naturally between bricks and does not ice up in winter.

2) Bury a brick in the planting hole and tie a young tree stake to it. That said, tying the stake to a buried brick gives a hidden, low-profile anchor that does not rot.

3) Lay a brick across a pile of documents to anchor them under a ceiling fan. On top of that, it's especially useful for outdoor desks where weather and wind are a constant problem. In addition, wrapping the brick in linen or leather turns it into a presentable office accessory. Of course, compared with conventional paperweights, the rough texture grips top sheets and stops them curling.",List very detailed ways you can use a brick. Each answer should be a paragraph.,3.0,4.0,6.0,6.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_028,4.0,"1) Lay a single course of bricks as a low border around a flower bed. A second staggered course gives the edge enough height to act as a small retaining wall, in practice.",List very detailed ways you can use a brick. Each answer should be a paragraph.,1.0,5.0,7.0,3.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_029,6.5,"Here are detailed uses of a brick:

1. Bricks set flush with the lawn form a simple, mowable garden path. On top of that, joints filled with fine sand stay tight even after several rain cycles. Of course, bedding the bricks in a layer of compacted sand creates a stable, low-maintenance walkway.

2. Bury a brick in the planting hole and tie a young tree stake to it. And tying the stake to a buried brick gives a hidden, low-profile anchor that does not rot, or close to it. Once the tree establishes, the brick is left in the soil or pulled during a transplant. And the brick's weight resists pullout in windy conditions during the first growing season.

3. Carve out a brick to make a rustic candle holder for a patio table. And lining the well with foil makes the spent tealight easy to remove and replace. Of course, a row of brick candle holders along an outdoor bar looks intentional and rustic. Beyond that, the recess catches wax drippings and the holder ages with character over a few seasons. On top of that, fired clay tolerates direct flame contact much better than wood or resin.

4. Try this: try a soft brick as the substrate for a large, reusable craft stamp. Beyond that, pressing the carved face into damp clay or ink leaves a crisp, repeating impression. In addition, a coat of beeswax over the carving protects fine detail from chipping over time. In addition, the brick's thermal mass keeps stamped patterns crisp through long printing sessions.

5. Tenderize a tough cut of meat by pressing it under a wrapped brick. The flat wide side spreads weight evenly so muscle fibers loosen without tearing.

6. Try a brick as a hideout for plecos and cichlids in a planted tank. Related: lichen or algae will eventually colonize it, giving the brick a natural-looking finish. Beyond that, drilled holes give multiple entry and exit routes that reduce inter-fish bullying. Beyond that, boil the brick before adding it to the tank to remove any surface dust or treatments.

7. Stand a few bricks up around a smoldering campfire as a windbreak. The brick mass stores heat and radiates it back into the base of the fire, or close to it. Along the same lines, once the fire is out, the bricks cool quickly compared to metal fire rings.",List very detailed ways you can use a brick. Each answer should be a paragraph.,7.0,7.0,5.0,7.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_030,4.25,"- Set bricks on sand to make a low-cost pathway across a soft lawn.

- Anchor a sapling's guy line to a buried brick rather than a surface stake.

- Another use: a brick gives you the same boost as a thin step when you don't have one handy.

- Stand a few bricks up around a smoldering campfire as a windbreak.

- Outline a garden bed with bricks set end to end for a simple edge.

- Stencil house numbers onto a brick to make a hand-made address sign.

- If you have one handy, carve out a brick to make a rustic candle holder for a patio table.

- Hone a kitchen knife on the face of a wet brick when no whetstone is around.",List very detailed ways you can use a brick. Each answer should be a paragraph.,8.0,4.0,3.0,2.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_031,5.5,"1. Bookends made from bricks can support a heavier row of books than store-bought ones. On that note, add felt pads to the underside to spare the shelf from scuffing (in most cases). Painting or wrapping the brick in canvas dresses it up enough for a living-room bookshelf, honestly. On that note, two bricks at the ends of a five-foot row of textbooks won't budge under their weight.

2. Press a brick into service as an oversized paperweight on a windy desk. That said, the footprint is large enough to cover an entire 8.5x11 stack at once. That said, compared to conventional paperweights, the rough texture grips top sheets and stops them curling. Related: wrapping the brick in linen or leather turns it into a presentable office accessory.

3. Hold a brick out out at arm's length as a no-cost forearm endurance exercise. Holding the brick at arm's length for time intervals quickly fatigues forearm grip, honestly. Pinching the brick by the broad face trains the same finger flexors used for climbing grips, or close to it. And working from a single brick to two stacked bricks scales the load gradually.",List very detailed ways you can use a brick. Each answer should be a paragraph.,3.0,7.0,4.0,8.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_032,5.5,"Here is a list of detailed uses for a brick:

1. Stencil house numbers onto a brick to make a hand-made address sign. Of course, a clear matte topcoat protects the painted face from rain and UV. That said, sealing the brick first lets bright acrylics last several outdoor seasons without flaking. Setting the painted brick on a small bed of crushed gravel keeps weeds from creeping over it, honestly.

2. Try a brick as a patio candle holder by carving a small well into the wide face. In addition, a row of brick candle holders along an outdoor bar looks intentional and rustic. Beyond that, lining the well with foil makes the spent tealight easy to remove and replace. That said, fired clay tolerates direct flame contact much better than wood or resin. On a related note, the recess catches wax drippings and the holder ages with character over a few seasons.

3. Cut a relief design into the surface of a brick and ink it like a wood block. A coat of beeswax over the carving protects fine detail from chipping over time (in most cases). It also helps that bricks are large enough to carve a poster-sized motif rather than a small icon, in practice. That said, pressing the carved face into damp clay or ink leaves a crisp, repeating impression. Of course, the brick's thermal mass keeps stamped patterns crisp through long printing sessions.

4. Bring a wrapped brick in the car alongside a seatbelt cutter as a backup escape tool. Beyond that, stored beside a seatbelt cutter it forms a basic vehicle-escape kit.

5. Try bricks to raise a freezer in a basement that occasionally sees minor flooding. Four bricks beneath the corners of a washer keep the motor above shallow standing water. Stacked pairs raise the appliance high enough to clear most basement back-up events, or close to it. On top of that, clay doesn't wick water or corrode the way wood blocks would over time.

6. Place a porous brick in a freshwater aquarium as a cave-style shelter. Of course, fired clay is inert and provides solid hiding spots for cave-loving fish. Also, lichen or algae will eventually settle on it, giving the brick a natural-looking finish. Related: boil the brick before adding it to the tank to remove any surface dust or treatments.

7. Use a brick as a buried, no-rot anchor for tree-staking guy lines.",List very detailed ways you can use a brick. Each answer should be a paragraph.,7.0,4.0,3.0,8.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_033,5.0,"1. Place a sealed brick inside the toilet's water reservoir to cut household water use. Also, the brick displaces roughly its own volume of water, saving about a liter on every flush, or close to it. Of course, bag the brick in plastic so loose grit can never reach the flapper or fill valve.

2. Stand a brick at each end of a row of books to keep them from leaning. Two bricks at the ends of a five-foot row of textbooks won't budge under their weight. Of course, the narrow vertical profile takes up less shelf depth than most decorative bookends, at least in my experience.

3. A brick makes a sturdy, slip-resistant doorstop on hardwood or tile. That said, the flat broadside keeps the brick low to the ground so it isn't a tripping hazard. On a related note, for exterior doors, the weight prevents the wind from forcing them shut on you mid-trip. And its mass is more than enough to resist a steady draft from a cracked window across the room.

4. Try bricks to form a tidy decorative border between lawn and bed. Of course, a buried row of bricks blocks grass roots from creeping into the bed. Beyond that, a second staggered course gives the edge enough height to act as a small retaining wall. Of course, joints filled with sand stay tight even after several rain cycles. In addition, bricks is lifted, reset, and reused indefinitely without rotting like wood edging.

5. Prop up the short corner of a wobbly table with a shimmed brick. Of course, cloth or rubber between the brick and floor prevents the surface from getting scratched. A thin shim on top of the brick allows you to fine-tune the height to a fine level. It also helps that it's a fast outdoor fix for picnic tables that always end up on uneven ground.",List very detailed ways you can use a brick. Each answer should be a paragraph.,5.0,3.0,7.0,5.0,,,,,,,,
figure_15_capability_brick_target_vs_achieved_qwen,Achieved creativity scores as a function of target scores for the brick prompt using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_capability_target_vs_achieved,data,Qwen-2-7B-Instruct,GPT-5,17,divergent_creativity,brick,brick_alternative_uses,5.0,2.4,agent_034,4.0,"1) Try a brick as a decorative address marker at the end of a driveway. That said, stenciling the numbers gives a clean, professional look from across the lawn.

2) Try this: drill a tealight-sized recess into a brick for a fireproof candle base. Also, the recess catches wax drippings and the holder ages with character over a few seasons. That said, fired clay tolerates direct flame contact much better than wood or resin.

3) Cut a relief design into the surface of a brick and ink it like a wood block.

4) Strike a brick with a wooden mallet as an unconventional percussion instrument. Along the same lines, each face produces a distinct pitch when held loosely and struck near the center.

5) Pound in stakes or shims with a brick as a stand-in mallet.

6) Try bricks to raise a freezer in a basement that occasionally sees minor flooding. Four bricks beneath the corners of a washer keep the motor above shallow standing water.",List very detailed ways you can use a brick. Each answer should be a paragraph.,6.0,2.0,5.0,3.0,,,,,,,,
