economic_id,frame,probability,stake,ratio,reward,risky_label,safe_label,original_text,alternative_text,system_message
decision_frozen_loss_p0.18_s65_r2,loss,0.18,65.0,1.68,109.2,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 18% chance to lose 109.2 tokens; 82% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 65 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 18% chance to lose 109.2 tokens; 82% chance to gain or lose 0 tokens.
B) 100% chance to lose 65 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.18_s65_r2,loss,0.18,65.0,1.68,109.2,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 65 tokens.
Option B: 18% chance to lose 109.2 tokens; 82% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 65 tokens.
B) 18% chance to lose 109.2 tokens; 82% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.18_s65_r3,loss,0.18,65.0,2.88,187.2,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 18% chance to lose 187.2 tokens; 82% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 65 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 18% chance to lose 187.2 tokens; 82% chance to gain or lose 0 tokens.
B) 100% chance to lose 65 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.18_s65_r3,loss,0.18,65.0,2.88,187.2,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 65 tokens.
Option B: 18% chance to lose 187.2 tokens; 82% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 65 tokens.
B) 18% chance to lose 187.2 tokens; 82% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.18_s65_r4,loss,0.18,65.0,4.88,317.2,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 18% chance to lose 317.2 tokens; 82% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 65 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 18% chance to lose 317.2 tokens; 82% chance to gain or lose 0 tokens.
B) 100% chance to lose 65 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.18_s65_r4,loss,0.18,65.0,4.88,317.2,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 65 tokens.
Option B: 18% chance to lose 317.2 tokens; 82% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 65 tokens.
B) 18% chance to lose 317.2 tokens; 82% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.18_s65_r5,loss,0.18,65.0,7.88,512.2,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 18% chance to lose 512.2 tokens; 82% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 65 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 18% chance to lose 512.2 tokens; 82% chance to gain or lose 0 tokens.
B) 100% chance to lose 65 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.18_s65_r5,loss,0.18,65.0,7.88,512.2,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 65 tokens.
Option B: 18% chance to lose 512.2 tokens; 82% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 65 tokens.
B) 18% chance to lose 512.2 tokens; 82% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s35_r0,loss,0.42,35.0,0.38,13.3,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 42% chance to lose 13.3 tokens; 58% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 35 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 42% chance to lose 13.3 tokens; 58% chance to gain or lose 0 tokens.
B) 100% chance to lose 35 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s35_r0,loss,0.42,35.0,0.38,13.3,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 35 tokens.
Option B: 42% chance to lose 13.3 tokens; 58% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 35 tokens.
B) 42% chance to lose 13.3 tokens; 58% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s35_r1,loss,0.42,35.0,0.88,30.8,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 42% chance to lose 30.8 tokens; 58% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 35 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 42% chance to lose 30.8 tokens; 58% chance to gain or lose 0 tokens.
B) 100% chance to lose 35 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s35_r1,loss,0.42,35.0,0.88,30.8,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 35 tokens.
Option B: 42% chance to lose 30.8 tokens; 58% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 35 tokens.
B) 42% chance to lose 30.8 tokens; 58% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s35_r2,loss,0.42,35.0,1.68,58.8,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 42% chance to lose 58.8 tokens; 58% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 35 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 42% chance to lose 58.8 tokens; 58% chance to gain or lose 0 tokens.
B) 100% chance to lose 35 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s35_r2,loss,0.42,35.0,1.68,58.8,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 35 tokens.
Option B: 42% chance to lose 58.8 tokens; 58% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 35 tokens.
B) 42% chance to lose 58.8 tokens; 58% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s35_r3,loss,0.42,35.0,2.88,100.8,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 42% chance to lose 100.8 tokens; 58% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 35 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 42% chance to lose 100.8 tokens; 58% chance to gain or lose 0 tokens.
B) 100% chance to lose 35 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s35_r3,loss,0.42,35.0,2.88,100.8,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 35 tokens.
Option B: 42% chance to lose 100.8 tokens; 58% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 35 tokens.
B) 42% chance to lose 100.8 tokens; 58% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s35_r4,loss,0.42,35.0,4.88,170.8,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 42% chance to lose 170.8 tokens; 58% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 35 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 42% chance to lose 170.8 tokens; 58% chance to gain or lose 0 tokens.
B) 100% chance to lose 35 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s35_r4,loss,0.42,35.0,4.88,170.8,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 35 tokens.
Option B: 42% chance to lose 170.8 tokens; 58% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 35 tokens.
B) 42% chance to lose 170.8 tokens; 58% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s35_r5,loss,0.42,35.0,7.88,275.8,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 42% chance to lose 275.8 tokens; 58% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 35 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 42% chance to lose 275.8 tokens; 58% chance to gain or lose 0 tokens.
B) 100% chance to lose 35 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s35_r5,loss,0.42,35.0,7.88,275.8,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 35 tokens.
Option B: 42% chance to lose 275.8 tokens; 58% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 35 tokens.
B) 42% chance to lose 275.8 tokens; 58% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s65_r0,loss,0.42,65.0,0.38,24.7,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 42% chance to lose 24.7 tokens; 58% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 65 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 42% chance to lose 24.7 tokens; 58% chance to gain or lose 0 tokens.
B) 100% chance to lose 65 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s65_r0,loss,0.42,65.0,0.38,24.7,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 65 tokens.
Option B: 42% chance to lose 24.7 tokens; 58% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 65 tokens.
B) 42% chance to lose 24.7 tokens; 58% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s65_r1,loss,0.42,65.0,0.88,57.2,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 42% chance to lose 57.2 tokens; 58% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 65 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 42% chance to lose 57.2 tokens; 58% chance to gain or lose 0 tokens.
B) 100% chance to lose 65 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s65_r1,loss,0.42,65.0,0.88,57.2,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 65 tokens.
Option B: 42% chance to lose 57.2 tokens; 58% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 65 tokens.
B) 42% chance to lose 57.2 tokens; 58% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s65_r2,loss,0.42,65.0,1.68,109.2,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 42% chance to lose 109.2 tokens; 58% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 65 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 42% chance to lose 109.2 tokens; 58% chance to gain or lose 0 tokens.
B) 100% chance to lose 65 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s65_r2,loss,0.42,65.0,1.68,109.2,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 65 tokens.
Option B: 42% chance to lose 109.2 tokens; 58% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 65 tokens.
B) 42% chance to lose 109.2 tokens; 58% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s65_r3,loss,0.42,65.0,2.88,187.2,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 42% chance to lose 187.2 tokens; 58% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 65 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 42% chance to lose 187.2 tokens; 58% chance to gain or lose 0 tokens.
B) 100% chance to lose 65 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s65_r3,loss,0.42,65.0,2.88,187.2,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 65 tokens.
Option B: 42% chance to lose 187.2 tokens; 58% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 65 tokens.
B) 42% chance to lose 187.2 tokens; 58% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s65_r4,loss,0.42,65.0,4.88,317.2,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 42% chance to lose 317.2 tokens; 58% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 65 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 42% chance to lose 317.2 tokens; 58% chance to gain or lose 0 tokens.
B) 100% chance to lose 65 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s65_r4,loss,0.42,65.0,4.88,317.2,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 65 tokens.
Option B: 42% chance to lose 317.2 tokens; 58% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 65 tokens.
B) 42% chance to lose 317.2 tokens; 58% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s65_r5,loss,0.42,65.0,7.88,512.2,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 42% chance to lose 512.2 tokens; 58% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 65 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 42% chance to lose 512.2 tokens; 58% chance to gain or lose 0 tokens.
B) 100% chance to lose 65 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.42_s65_r5,loss,0.42,65.0,7.88,512.2,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 65 tokens.
Option B: 42% chance to lose 512.2 tokens; 58% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 65 tokens.
B) 42% chance to lose 512.2 tokens; 58% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.78_s35_r0,loss,0.78,35.0,0.38,13.3,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 78% chance to lose 13.3 tokens; 22% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 35 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 78% chance to lose 13.3 tokens; 22% chance to gain or lose 0 tokens.
B) 100% chance to lose 35 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.78_s35_r0,loss,0.78,35.0,0.38,13.3,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 35 tokens.
Option B: 78% chance to lose 13.3 tokens; 22% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 35 tokens.
B) 78% chance to lose 13.3 tokens; 22% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.78_s35_r1,loss,0.78,35.0,0.88,30.8,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 78% chance to lose 30.8 tokens; 22% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 35 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 78% chance to lose 30.8 tokens; 22% chance to gain or lose 0 tokens.
B) 100% chance to lose 35 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.78_s35_r1,loss,0.78,35.0,0.88,30.8,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 35 tokens.
Option B: 78% chance to lose 30.8 tokens; 22% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 35 tokens.
B) 78% chance to lose 30.8 tokens; 22% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.78_s35_r2,loss,0.78,35.0,1.68,58.8,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 78% chance to lose 58.8 tokens; 22% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 35 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 78% chance to lose 58.8 tokens; 22% chance to gain or lose 0 tokens.
B) 100% chance to lose 35 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.78_s35_r2,loss,0.78,35.0,1.68,58.8,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 35 tokens.
Option B: 78% chance to lose 58.8 tokens; 22% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 35 tokens.
B) 78% chance to lose 58.8 tokens; 22% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.78_s35_r3,loss,0.78,35.0,2.88,100.8,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 78% chance to lose 100.8 tokens; 22% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 35 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 78% chance to lose 100.8 tokens; 22% chance to gain or lose 0 tokens.
B) 100% chance to lose 35 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.78_s35_r3,loss,0.78,35.0,2.88,100.8,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 35 tokens.
Option B: 78% chance to lose 100.8 tokens; 22% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 35 tokens.
B) 78% chance to lose 100.8 tokens; 22% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.78_s35_r4,loss,0.78,35.0,4.88,170.8,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 78% chance to lose 170.8 tokens; 22% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 35 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 78% chance to lose 170.8 tokens; 22% chance to gain or lose 0 tokens.
B) 100% chance to lose 35 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.78_s35_r4,loss,0.78,35.0,4.88,170.8,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 35 tokens.
Option B: 78% chance to lose 170.8 tokens; 22% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 35 tokens.
B) 78% chance to lose 170.8 tokens; 22% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.78_s35_r5,loss,0.78,35.0,7.88,275.8,A,B,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 78% chance to lose 275.8 tokens; 22% chance to gain or lose 0 tokens.
Option B: 100% chance to lose 35 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 78% chance to lose 275.8 tokens; 22% chance to gain or lose 0 tokens.
B) 100% chance to lose 35 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
decision_frozen_loss_p0.78_s35_r5,loss,0.78,35.0,7.88,275.8,B,A,"All outcomes are changes from your current token balance, which is the reference point. You have enough tokens to cover any losses. Choose the option you prefer.
Option A: 100% chance to lose 35 tokens.
Option B: 78% chance to lose 275.8 tokens; 22% chance to gain or lose 0 tokens.
Answer with exactly one letter: A or B.","Consider changes in a token account. The current balance is the zero reference; the account can cover every possible loss. Select your preferred offer.
A) 100% chance to lose 35 tokens.
B) 78% chance to lose 275.8 tokens; 22% chance to gain or lose 0 tokens.
Which offer do you take? Reply A or B only.",Choose between the two options. Your answer must contain only the option letter A or B. Do not explain.
